Loaded parameters to layer 'conv1' (shape 50x4x3x3).
Loaded parameters to layer 'conv1' (shape 50).
Loaded parameters to layer 'conv2' (shape 50x50x3x3).
Loaded parameters to layer 'conv2' (shape 50).
Loaded parameters to layer 'nin1' (shape 30x50x1x1).
Loaded parameters to layer 'nin1' (shape 30).
Loaded parameters to layer 'conv3' (shape 50x30x3x3).
Loaded parameters to layer 'conv3' (shape 50).
Loaded parameters to layer 'conv4' (shape 50x50x3x3).
Loaded parameters to layer 'conv4' (shape 50).
Loaded parameters to layer 'nin2' (shape 30x50x1x1).
Loaded parameters to layer 'nin2' (shape 30).
Loaded parameters to layer 'conv5' (shape 50x30x3x3).
Loaded parameters to layer 'conv5' (shape 50).
Loaded parameters to layer 'output' (shape 450x1024).
Loaded parameters to layer 'output' (shape 1024).
# Neural Network with 538934 learnable parameters

## Layer information

  #  name    size
---  ------  --------
  0  input   4x32x32
  1  conv1   50x30x30
  2  conv2   50x28x28
  3  nin1    30x28x28
  4  pool1   30x14x14
  5  conv3   50x12x12
  6  conv4   50x10x10
  7  nin2    30x10x10
  8  pool2   30x5x5
  9  conv5   50x3x3
 10  output  1024

  epoch    trn loss    val loss    trn/val  dur
going through lines took (row-col complete):  1.19513893127 sec.
put mean in middle of segments  0.636066198349
going through lines took (row-col complete):  2.24747896194 sec.
put mean in middle of segments  1.18992400169
going through lines took (row-col complete):  4.1291680336 sec.
put mean in middle of segments  0.954643011093
going through lines took (row-col complete):  3.2214550972 sec.
put mean in middle of segments  1.1328189373
going through lines took (row-col complete):  4.11831998825 sec.
put mean in middle of segments  0.611506938934
going through lines took (row-col complete):  2.06426787376 sec.
put mean in middle of segments  0.44608092308
going through lines took (row-col complete):  1.99091911316 sec.
put mean in middle of segments  0.427561998367
going through lines took (row-col complete):  1.78801703453 sec.
put mean in middle of segments  0.720519065857
going through lines took (row-col complete):  2.63470983505 sec.
put mean in middle of segments  1.13287997246
going through lines took (row-col complete):  3.82319712639 sec.
put mean in middle of segments  1.14782309532
going through lines took (row-col complete):  5.16216111183 sec.
put mean in middle of segments  0.267431020737
going through lines took (row-col complete):  1.0808930397 sec.
put mean in middle of segments  1.11256408691
going through lines took (row-col complete):  5.6224360466 sec.
put mean in middle of segments  0.821178913116
going through lines took (row-col complete):  4.09227609634 sec.
put mean in middle of segments  0.66416311264
going through lines took (row-col complete):  2.92010807991 sec.
put mean in middle of segments  0.257942199707
going through lines took (row-col complete):  1.04042410851 sec.
put mean in middle of segments  0.235326051712
going through lines took (row-col complete):  0.817092180252 sec.
put mean in middle of segments  1.65715003014
going through lines took (row-col complete):  4.76455187798 sec.
put mean in middle of segments  1.16443705559
going through lines took (row-col complete):  3.55232214928 sec.
put mean in middle of segments  1.1312391758
going through lines took (row-col complete):  4.36605381966 sec.
put mean in middle of segments  0.989538908005
going through lines took (row-col complete):  2.63485312462 sec.
put mean in middle of segments  0.585728883743
going through lines took (row-col complete):  2.73949313164 sec.
put mean in middle of segments  0.287086009979
going through lines took (row-col complete):  0.952363967896 sec.
put mean in middle of segments  1.12767601013
going through lines took (row-col complete):  4.23905396461 sec.
put mean in middle of segments  0.638514041901
going through lines took (row-col complete):  2.33624196053 sec.
put mean in middle of segments  1.14877510071
going through lines took (row-col complete):  5.43842601776 sec.
put mean in middle of segments  1.18417191505
going through lines took (row-col complete):  4.97219800949 sec.
put mean in middle of segments  1.13005900383
going through lines took (row-col complete):  5.38073396683 sec.
put mean in middle of segments  1.15424394608
going through lines took (row-col complete):  4.26717495918 sec.
put mean in middle of segments  0.532238006592
going through lines took (row-col complete):  2.10020399094 sec.
put mean in middle of segments  0.995858192444
going through lines took (row-col complete):  3.5725569725 sec.
put mean in middle of segments  0.624490976334
going through lines took (row-col complete):  2.92539906502 sec.
put mean in middle of segments  0.797119855881
going through lines took (row-col complete):  2.48768496513 sec.
put mean in middle of segments  0.668436050415
going through lines took (row-col complete):  2.62071609497 sec.
put mean in middle of segments  1.13146400452
going through lines took (row-col complete):  5.81055903435 sec.
put mean in middle of segments  0.582336902618
going through lines took (row-col complete):  2.73738884926 sec.
put mean in middle of segments  0.455595970154
going through lines took (row-col complete):  1.50479984283 sec.
put mean in middle of segments  1.13084411621
going through lines took (row-col complete):  3.38957691193 sec.
put mean in middle of segments  0.790670156479
going through lines took (row-col complete):  3.35373806953 sec.
put mean in middle of segments  0.435312986374
going through lines took (row-col complete):  1.43223309517 sec.
put mean in middle of segments  1.13063812256
going through lines took (row-col complete):  3.80245399475 sec.
put mean in middle of segments  1.13730192184
going through lines took (row-col complete):  5.03876280785 sec.
put mean in middle of segments  1.13497519493
going through lines took (row-col complete):  3.81085705757 sec.
put mean in middle of segments  0.425955057144
going through lines took (row-col complete):  1.15353107452 sec.
put mean in middle of segments  0.960865020752
going through lines took (row-col complete):  5.99807500839 sec.
put mean in middle of segments  0.592054843903
going through lines took (row-col complete):  3.68468689919 sec.
put mean in middle of segments  1.12819600105
going through lines took (row-col complete):  4.24240398407 sec.
put mean in middle of segments  0.98659491539
going through lines took (row-col complete):  2.97072505951 sec.
put mean in middle of segments  1.13545012474
going through lines took (row-col complete):  4.67325091362 sec.
put mean in middle of segments  1.00606203079
going through lines took (row-col complete):  3.51166200638 sec.
put mean in middle of segments  1.13518691063
going through lines took (row-col complete):  4.51491808891 sec.
put mean in middle of segments  1.13008284569
going through lines took (row-col complete):  5.90609407425 sec.
put mean in middle of segments  1.01982092857
going through lines took (row-col complete):  3.35023593903 sec.
put mean in middle of segments  0.274439096451
going through lines took (row-col complete):  0.859973907471 sec.
put mean in middle of segments  0.295474052429
going through lines took (row-col complete):  1.04902791977 sec.
put mean in middle of segments  1.13375496864
going through lines took (row-col complete):  3.74049496651 sec.
put mean in middle of segments  0.492971897125
going through lines took (row-col complete):  1.96743512154 sec.
put mean in middle of segments  0.920567035675
going through lines took (row-col complete):  3.04943990707 sec.
put mean in middle of segments  1.13077306747
going through lines took (row-col complete):  4.29653000832 sec.
put mean in middle of segments  1.14413499832
going through lines took (row-col complete):  4.18299007416 sec.
put mean in middle of segments  0.569113016129
going through lines took (row-col complete):  1.58165001869 sec.
put mean in middle of segments  0.279191970825
going through lines took (row-col complete):  0.900734186172 sec.
put mean in middle of segments  1.13553214073
going through lines took (row-col complete):  4.70332288742 sec.
put mean in middle of segments  0.572990894318
going through lines took (row-col complete):  3.14275503159 sec.
put mean in middle of segments  0.317544937134
going through lines took (row-col complete):  1.12316703796 sec.
put mean in middle of segments  0.207736968994
going through lines took (row-col complete):  0.387372970581 sec.
put mean in middle of segments  0.279915809631
going through lines took (row-col complete):  1.33568501472 sec.
put mean in middle of segments  0.573961019516
going through lines took (row-col complete):  1.3655397892 sec.
put mean in middle of segments  0.423542022705
going through lines took (row-col complete):  2.01621294022 sec.
put mean in middle of segments  0.779505968094
going through lines took (row-col complete):  4.13576698303 sec.
put mean in middle of segments  1.03193092346
going through lines took (row-col complete):  3.53999900818 sec.
put mean in middle of segments  0.230820894241
going through lines took (row-col complete):  1.37497901917 sec.
put mean in middle of segments  1.30493402481
going through lines took (row-col complete):  4.30124902725 sec.
put mean in middle of segments  0.984893083572
going through lines took (row-col complete):  4.11160612106 sec.
put mean in middle of segments  0.636034965515
going through lines took (row-col complete):  2.04493308067 sec.
put mean in middle of segments  1.08494186401
going through lines took (row-col complete):  3.25412011147 sec.
put mean in middle of segments  1.19255208969
going through lines took (row-col complete):  4.77353692055 sec.
put mean in middle of segments  0.587061882019
going through lines took (row-col complete):  2.01377916336 sec.
put mean in middle of segments  1.11280202866
going through lines took (row-col complete):  4.50087714195 sec.
put mean in middle of segments  0.429828882217
going through lines took (row-col complete):  0.874450922012 sec.
put mean in middle of segments  1.13824701309
going through lines took (row-col complete):  5.20829510689 sec.
put mean in middle of segments  0.473602056503
going through lines took (row-col complete):  1.99057197571 sec.
put mean in middle of segments  0.683525085449
going through lines took (row-col complete):  2.83326888084 sec.
put mean in middle of segments  1.12998700142
going through lines took (row-col complete):  5.36255002022 sec.
put mean in middle of segments  1.20994710922
going through lines took (row-col complete):  4.85201311111 sec.
put mean in middle of segments  1.14201903343
going through lines took (row-col complete):  3.23958897591 sec.
put mean in middle of segments  0.886339902878
going through lines took (row-col complete):  2.12710618973 sec.
put mean in middle of segments  0.567734003067
going through lines took (row-col complete):  1.59611487389 sec.
put mean in middle of segments  0.549731016159
going through lines took (row-col complete):  2.33375620842 sec.
put mean in middle of segments  1.16987991333
going through lines took (row-col complete):  3.82431602478 sec.
put mean in middle of segments  0.771341085434
going through lines took (row-col complete):  2.66845488548 sec.
put mean in middle of segments  0.227746009827
going through lines took (row-col complete):  0.758945941925 sec.
put mean in middle of segments  0.648982048035
going through lines took (row-col complete):  2.78005814552 sec.
put mean in middle of segments  0.710792064667
going through lines took (row-col complete):  2.48346304893 sec.
put mean in middle of segments  0.936587095261
going through lines took (row-col complete):  3.20638990402 sec.
put mean in middle of segments  0.293725967407
going through lines took (row-col complete):  1.02334189415 sec.
put mean in middle of segments  0.663881063461
going through lines took (row-col complete):  2.12197685242 sec.
put mean in middle of segments  1.14331293106
going through lines took (row-col complete):  4.89180588722 sec.
put mean in middle of segments  0.544406890869
going through lines took (row-col complete):  2.39231204987 sec.
put mean in middle of segments  1.1326789856
going through lines took (row-col complete):  3.68877601624 sec.
put mean in middle of segments  0.265758037567
going through lines took (row-col complete):  0.687918186188 sec.
put mean in middle of segments  0.472357034683
going through lines took (row-col complete):  1.88439893723 sec.
put mean in middle of segments  0.705489873886
going through lines took (row-col complete):  3.9888548851 sec.
put mean in middle of segments  1.13328409195
going through lines took (row-col complete):  3.86131906509 sec.
put mean in middle of segments  0.989543914795
going through lines took (row-col complete):  3.24425888062 sec.
put mean in middle of segments  0.674701929092
going through lines took (row-col complete):  3.29133296013 sec.
put mean in middle of segments  1.19638490677
going through lines took (row-col complete):  4.31472992897 sec.
put mean in middle of segments  0.310081005096
going through lines took (row-col complete):  1.14433383942 sec.
put mean in middle of segments  0.606328964233
going through lines took (row-col complete):  1.83057689667 sec.
put mean in middle of segments  1.89693284035
going through lines took (row-col complete):  7.12757992744 sec.
put mean in middle of segments  0.963571071625
going through lines took (row-col complete):  2.47664809227 sec.
put mean in middle of segments  0.814054012299
going through lines took (row-col complete):  3.13689613342 sec.
put mean in middle of segments  0.497086048126
going through lines took (row-col complete):  2.25557804108 sec.
put mean in middle of segments  0.467404127121
going through lines took (row-col complete):  1.27305293083 sec.
put mean in middle of segments  0.619129896164
going through lines took (row-col complete):  2.22848391533 sec.
put mean in middle of segments  0.954251050949
going through lines took (row-col complete):  2.27648687363 sec.
put mean in middle of segments  1.08276486397
going through lines took (row-col complete):  3.18105483055 sec.
put mean in middle of segments  0.996518135071
going through lines took (row-col complete):  3.6732711792 sec.
put mean in middle of segments  0.642043113708
going through lines took (row-col complete):  3.79927301407 sec.
put mean in middle of segments  1.13861489296
going through lines took (row-col complete):  5.50511193275 sec.
put mean in middle of segments  0.465420007706
going through lines took (row-col complete):  1.39362812042 sec.
put mean in middle of segments  1.69337105751
going through lines took (row-col complete):  8.08992886543 sec.
put mean in middle of segments  0.658442020416
going through lines took (row-col complete):  3.22767090797 sec.
put mean in middle of segments  1.14393615723
going through lines took (row-col complete):  4.09327793121 sec.
put mean in middle of segments  0.458117961884
going through lines took (row-col complete):  1.85856890678 sec.
put mean in middle of segments  0.640820980072
going through lines took (row-col complete):  4.13456106186 sec.
put mean in middle of segments  0.39116191864
going through lines took (row-col complete):  1.20713806152 sec.
put mean in middle of segments  1.13885593414
going through lines took (row-col complete):  6.34769892693 sec.
put mean in middle of segments  1.17402005196
going through lines took (row-col complete):  4.8014588356 sec.
put mean in middle of segments  0.635632038116
going through lines took (row-col complete):  1.76515722275 sec.
put mean in middle of segments  1.46099090576
going through lines took (row-col complete):  4.50838804245 sec.
put mean in middle of segments  1.11979389191
going through lines took (row-col complete):  3.99501991272 sec.
put mean in middle of segments  0.519020080566
going through lines took (row-col complete):  1.53086018562 sec.
put mean in middle of segments  0.225738048553
going through lines took (row-col complete):  0.700964927673 sec.
put mean in middle of segments  0.922602176666
going through lines took (row-col complete):  2.84739208221 sec.
put mean in middle of segments  0.577664852142
going through lines took (row-col complete):  2.5991871357 sec.
put mean in middle of segments  0.688498020172
going through lines took (row-col complete):  3.63463115692 sec.
put mean in middle of segments  0.190202951431
going through lines took (row-col complete):  0.827933073044 sec.
put mean in middle of segments  1.13764381409
going through lines took (row-col complete):  4.13880181313 sec.
put mean in middle of segments  0.993710041046
going through lines took (row-col complete):  3.07413887978 sec.
put mean in middle of segments  1.17097616196
going through lines took (row-col complete):  4.56362509727 sec.
put mean in middle of segments  1.14022684097
going through lines took (row-col complete):  3.04020905495 sec.
put mean in middle of segments  0.222179889679
going through lines took (row-col complete):  0.957198143005 sec.
put mean in middle of segments  1.46532988548
going through lines took (row-col complete):  4.56238698959 sec.
put mean in middle of segments  0.139920949936
going through lines took (row-col complete):  0.525373935699 sec.
put mean in middle of segments  1.14035320282
going through lines took (row-col complete):  5.3070230484 sec.
put mean in middle of segments  2.10860800743
going through lines took (row-col complete):  7.16594219208 sec.
put mean in middle of segments  0.788756847382
going through lines took (row-col complete):  2.54766893387 sec.
put mean in middle of segments  0.869822978973
going through lines took (row-col complete):  2.98065114021 sec.
put mean in middle of segments  0.271182060242
going through lines took (row-col complete):  0.914438009262 sec.
put mean in middle of segments  0.386870145798
going through lines took (row-col complete):  1.56505703926 sec.
put mean in middle of segments  0.230349063873
going through lines took (row-col complete):  0.883147001266 sec.
put mean in middle of segments  0.808768033981
going through lines took (row-col complete):  2.17429590225 sec.
put mean in middle of segments  1.1415309906
going through lines took (row-col complete):  5.09477305412 sec.
put mean in middle of segments  1.13720488548
going through lines took (row-col complete):  4.60828399658 sec.
put mean in middle of segments  1.14962315559
going through lines took (row-col complete):  4.78198289871 sec.
put mean in middle of segments  0.541667938232
going through lines took (row-col complete):  2.23071718216 sec.
put mean in middle of segments  1.13714909554
going through lines took (row-col complete):  6.30555820465 sec.
put mean in middle of segments  1.39270496368
going through lines took (row-col complete):  4.85839414597 sec.
put mean in middle of segments  1.14160895348
going through lines took (row-col complete):  4.74555420876 sec.
put mean in middle of segments  1.14404392242
going through lines took (row-col complete):  4.099599123 sec.
put mean in middle of segments  1.23499298096
going through lines took (row-col complete):  4.80610918999 sec.
put mean in middle of segments  1.00672388077
going through lines took (row-col complete):  3.71511602402 sec.
put mean in middle of segments  0.221264123917
going through lines took (row-col complete):  0.563122034073 sec.
put mean in middle of segments  1.26931500435
going through lines took (row-col complete):  4.3827559948 sec.
put mean in middle of segments  0.282474994659
going through lines took (row-col complete):  1.0968298912 sec.
put mean in middle of segments  1.13782906532
going through lines took (row-col complete):  4.73160910606 sec.
put mean in middle of segments  0.886914014816
going through lines took (row-col complete):  3.70988488197 sec.
put mean in middle of segments  0.440662145615
going through lines took (row-col complete):  1.4955599308 sec.
put mean in middle of segments  1.13316702843
going through lines took (row-col complete):  3.26789402962 sec.
put mean in middle of segments  0.639026880264
going through lines took (row-col complete):  2.6413269043 sec.
put mean in middle of segments  0.983800172806
going through lines took (row-col complete):  4.64709687233 sec.
put mean in middle of segments  1.09953188896
going through lines took (row-col complete):  5.36017584801 sec.
put mean in middle of segments  0.742240190506
going through lines took (row-col complete):  2.62476611137 sec.
put mean in middle of segments  0.639009952545
going through lines took (row-col complete):  3.14048314095 sec.
put mean in middle of segments  1.1329832077
going through lines took (row-col complete):  4.46739387512 sec.
put mean in middle of segments  1.09988999367
going through lines took (row-col complete):  2.6665699482 sec.
put mean in middle of segments  0.951260089874
going through lines took (row-col complete):  3.49670696259 sec.
put mean in middle of segments  0.396766901016
going through lines took (row-col complete):  1.49079990387 sec.
put mean in middle of segments  1.00384402275
going through lines took (row-col complete):  3.72920393944 sec.
put mean in middle of segments  0.593916893005
going through lines took (row-col complete):  2.18113803864 sec.
put mean in middle of segments  1.13295292854
going through lines took (row-col complete):  3.60650491714 sec.
put mean in middle of segments  0.641009092331
going through lines took (row-col complete):  1.87560510635 sec.
put mean in middle of segments  1.21257400513
going through lines took (row-col complete):  3.44225287437 sec.
put mean in middle of segments  0.762269020081
going through lines took (row-col complete):  3.17489314079 sec.
put mean in middle of segments  0.833359956741
going through lines took (row-col complete):  4.23982405663 sec.
put mean in middle of segments  0.224842786789
going through lines took (row-col complete):  0.851563930511 sec.
put mean in middle of segments  1.00884699821
going through lines took (row-col complete):  2.05423998833 sec.
put mean in middle of segments  1.1371588707
going through lines took (row-col complete):  3.33246207237 sec.
put mean in middle of segments  1.13298606873
going through lines took (row-col complete):  3.44663095474 sec.
put mean in middle of segments  1.13447499275
going through lines took (row-col complete):  3.62401986122 sec.
put mean in middle of segments  1.14648413658
going through lines took (row-col complete):  3.91904807091 sec.
put mean in middle of segments  1.1946811676
going through lines took (row-col complete):  3.92068386078 sec.
put mean in middle of segments  1.14260411263
going through lines took (row-col complete):  5.07103300095 sec.
put mean in middle of segments  0.760519981384
going through lines took (row-col complete):  2.67888116837 sec.
put mean in middle of segments  1.15396499634
going through lines took (row-col complete):  5.09953904152 sec.
put mean in middle of segments  0.710170984268
going through lines took (row-col complete):  3.42340517044 sec.
put mean in middle of segments  1.14269304276
going through lines took (row-col complete):  5.13648104668 sec.
put mean in middle of segments  0.29644203186
going through lines took (row-col complete):  1.21544098854 sec.
put mean in middle of segments  1.004956007
going through lines took (row-col complete):  3.67255210876 sec.
put mean in middle of segments  1.14509105682
going through lines took (row-col complete):  4.19033694267 sec.
put mean in middle of segments  0.184197902679
going through lines took (row-col complete):  0.486602067947 sec.
put mean in middle of segments  1.13975000381
going through lines took (row-col complete):  3.60535788536 sec.
put mean in middle of segments  1.20833206177
going through lines took (row-col complete):  3.95201921463 sec.
put mean in middle of segments  1.43723106384
going through lines took (row-col complete):  4.30411505699 sec.
put mean in middle of segments  0.612954139709
going through lines took (row-col complete):  2.48373508453 sec.
put mean in middle of segments  0.609838962555
going through lines took (row-col complete):  1.63511395454 sec.
put mean in middle of segments  0.797954082489
going through lines took (row-col complete):  3.82731413841 sec.
put mean in middle of segments  0.396174907684
going through lines took (row-col complete):  1.28148508072 sec.
put mean in middle of segments  1.1485710144
going through lines took (row-col complete):  3.71404290199 sec.
put mean in middle of segments  1.13438892365
going through lines took (row-col complete):  5.13619589806 sec.
put mean in middle of segments  1.13814806938
going through lines took (row-col complete):  3.14695811272 sec.
put mean in middle of segments  0.773725032806
going through lines took (row-col complete):  2.68560290337 sec.
put mean in middle of segments  1.1417028904
going through lines took (row-col complete):  4.2833750248 sec.
put mean in middle of segments  0.709711790085
going through lines took (row-col complete):  2.24336600304 sec.
put mean in middle of segments  0.321605920792
going through lines took (row-col complete):  1.59902095795 sec.
put mean in middle of segments  1.27347302437
going through lines took (row-col complete):  5.64584708214 sec.
put mean in middle of segments  1.20498490334
going through lines took (row-col complete):  2.99554610252 sec.
put mean in middle of segments  0.618929862976
going through lines took (row-col complete):  2.21430206299 sec.
put mean in middle of segments  1.05362892151
going through lines took (row-col complete):  6.128002882 sec.
put mean in middle of segments  0.823898077011
going through lines took (row-col complete):  3.61014199257 sec.
put mean in middle of segments  0.790514945984
going through lines took (row-col complete):  4.05272293091 sec.
put mean in middle of segments  1.1467590332
going through lines took (row-col complete):  4.02266287804 sec.
put mean in middle of segments  0.277620077133
going through lines took (row-col complete):  1.34508395195 sec.
put mean in middle of segments  1.74882698059
going through lines took (row-col complete):  6.34388899803 sec.
put mean in middle of segments  0.486263036728
going through lines took (row-col complete):  1.3203690052 sec.
put mean in middle of segments  0.812718868256
going through lines took (row-col complete):  5.06734085083 sec.
put mean in middle of segments  0.708303928375
going through lines took (row-col complete):  2.88588809967 sec.
put mean in middle of segments  0.37381696701
going through lines took (row-col complete):  1.38525414467 sec.
put mean in middle of segments  1.00995707512
going through lines took (row-col complete):  4.20201683044 sec.
put mean in middle of segments  1.18619203568
going through lines took (row-col complete):  3.32305288315 sec.
put mean in middle of segments  0.576891899109
going through lines took (row-col complete):  1.69063711166 sec.
put mean in middle of segments  1.60759305954
going through lines took (row-col complete):  4.99393105507 sec.
put mean in middle of segments  1.17230892181
going through lines took (row-col complete):  4.54056096077 sec.
put mean in middle of segments  1.14277410507
going through lines took (row-col complete):  4.64927601814 sec.
put mean in middle of segments  1.02292704582
going through lines took (row-col complete):  3.35729002953 sec.
put mean in middle of segments  1.00251197815
going through lines took (row-col complete):  3.51837682724 sec.
put mean in middle of segments  0.535322904587
going through lines took (row-col complete):  1.6809990406 sec.
put mean in middle of segments  1.14470791817
going through lines took (row-col complete):  3.97397303581 sec.
put mean in middle of segments  1.17743802071
going through lines took (row-col complete):  2.03957414627 sec.
put mean in middle of segments  1.13744187355
going through lines took (row-col complete):  3.57861208916 sec.
put mean in middle of segments  0.699558973312
going through lines took (row-col complete):  2.39128494263 sec.
put mean in middle of segments  0.284456014633
going through lines took (row-col complete):  1.06254911423 sec.
put mean in middle of segments  1.13825511932
going through lines took (row-col complete):  2.24083709717 sec.
put mean in middle of segments  1.82318902016
going through lines took (row-col complete):  4.44025206566 sec.
put mean in middle of segments  0.424514055252
going through lines took (row-col complete):  1.22469186783 sec.
put mean in middle of segments  0.324506044388
going through lines took (row-col complete):  1.10070610046 sec.
put mean in middle of segments  0.712265968323
going through lines took (row-col complete):  2.49153900146 sec.
put mean in middle of segments  0.272140979767
going through lines took (row-col complete):  0.542065858841 sec.
put mean in middle of segments  0.719135046005
going through lines took (row-col complete):  2.95951604843 sec.
put mean in middle of segments  1.41300201416
going through lines took (row-col complete):  4.81955695152 sec.
put mean in middle of segments  1.13397502899
going through lines took (row-col complete):  3.83149790764 sec.
put mean in middle of segments  0.422202825546
going through lines took (row-col complete):  1.17955589294 sec.
put mean in middle of segments  1.39111399651
going through lines took (row-col complete):  6.40405797958 sec.
put mean in middle of segments  1.02547097206
going through lines took (row-col complete):  4.22602701187 sec.
put mean in middle of segments  1.03304791451
going through lines took (row-col complete):  3.50448203087 sec.
put mean in middle of segments  0.683784008026
going through lines took (row-col complete):  2.97390794754 sec.
put mean in middle of segments  0.755524873734
going through lines took (row-col complete):  4.12479376793 sec.
put mean in middle of segments  1.13857913017
going through lines took (row-col complete):  3.86071014404 sec.
put mean in middle of segments  0.533062934875
going through lines took (row-col complete):  2.85235881805 sec.
put mean in middle of segments  1.14024090767
going through lines took (row-col complete):  3.33822107315 sec.
put mean in middle of segments  0.526036977768
going through lines took (row-col complete):  2.37655901909 sec.
put mean in middle of segments  0.678069829941
going through lines took (row-col complete):  2.83521699905 sec.
put mean in middle of segments  0.606933116913
going through lines took (row-col complete):  2.38683199883 sec.
put mean in middle of segments  0.267739057541
going through lines took (row-col complete):  1.08812904358 sec.
put mean in middle of segments  0.471642971039
going through lines took (row-col complete):  2.00991201401 sec.
put mean in middle of segments  0.396081924438
going through lines took (row-col complete):  1.33550596237 sec.
put mean in middle of segments  0.705118894577
going through lines took (row-col complete):  2.32954311371 sec.
put mean in middle of segments  0.325505971909
going through lines took (row-col complete):  1.1466858387 sec.
put mean in middle of segments  0.460560798645
going through lines took (row-col complete):  1.73465394974 sec.
put mean in middle of segments  0.705781936646
going through lines took (row-col complete):  2.69369196892 sec.
put mean in middle of segments  0.640412807465
going through lines took (row-col complete):  2.07042002678 sec.
put mean in middle of segments  1.13954997063
going through lines took (row-col complete):  5.3441889286 sec.
put mean in middle of segments  1.14446091652
going through lines took (row-col complete):  4.84097719193 sec.
put mean in middle of segments  1.15661287308
going through lines took (row-col complete):  3.31960105896 sec.
put mean in middle of segments  1.19320297241
going through lines took (row-col complete):  4.66650009155 sec.
put mean in middle of segments  0.974119901657
going through lines took (row-col complete):  5.08762001991 sec.
put mean in middle of segments  1.14369988441
going through lines took (row-col complete):  3.9609940052 sec.
put mean in middle of segments  0.634572982788
going through lines took (row-col complete):  1.68975305557 sec.
put mean in middle of segments  1.14516615868
going through lines took (row-col complete):  3.82352113724 sec.
put mean in middle of segments  1.1455078125
going through lines took (row-col complete):  3.35807800293 sec.
put mean in middle of segments  0.727671146393
going through lines took (row-col complete):  2.96476697922 sec.
put mean in middle of segments  1.14181113243
going through lines took (row-col complete):  5.17383408546 sec.
put mean in middle of segments  1.14454483986
going through lines took (row-col complete):  3.60661292076 sec.
put mean in middle of segments  1.14018106461
going through lines took (row-col complete):  3.8941321373 sec.
put mean in middle of segments  0.282203912735
going through lines took (row-col complete):  1.12002205849 sec.
put mean in middle of segments  0.994690179825
going through lines took (row-col complete):  3.92813110352 sec.
put mean in middle of segments  1.14260315895
going through lines took (row-col complete):  5.28058385849 sec.
put mean in middle of segments  1.53898906708
going through lines took (row-col complete):  4.74015784264 sec.
put mean in middle of segments  0.669689178467
going through lines took (row-col complete):  2.30872607231 sec.
put mean in middle of segments  0.897897958755
going through lines took (row-col complete):  3.13311696053 sec.
put mean in middle of segments  1.15437912941
going through lines took (row-col complete):  3.73810505867 sec.
put mean in middle of segments  0.137517929077
going through lines took (row-col complete):  0.670805931091 sec.
put mean in middle of segments  1.14553809166
going through lines took (row-col complete):  5.94478702545 sec.
put mean in middle of segments  1.13973903656
going through lines took (row-col complete):  5.08684110641 sec.
put mean in middle of segments  0.423621177673
going through lines took (row-col complete):  1.8991420269 sec.
put mean in middle of segments  0.480643033981
going through lines took (row-col complete):  1.85797715187 sec.
put mean in middle of segments  0.342543125153
going through lines took (row-col complete):  1.60135293007 sec.
put mean in middle of segments  0.219466924667
going through lines took (row-col complete):  0.798770189285 sec.
put mean in middle of segments  1.14165186882
going through lines took (row-col complete):  3.86318397522 sec.
put mean in middle of segments  1.14828491211
going through lines took (row-col complete):  3.40488100052 sec.
put mean in middle of segments  0.299336910248
going through lines took (row-col complete):  1.40175390244 sec.
put mean in middle of segments  0.288825035095
going through lines took (row-col complete):  0.783444881439 sec.
put mean in middle of segments  0.375159025192
going through lines took (row-col complete):  1.28090906143 sec.
put mean in middle of segments  0.999787092209
going through lines took (row-col complete):  4.05778002739 sec.
put mean in middle of segments  1.04028511047
going through lines took (row-col complete):  5.20118403435 sec.
put mean in middle of segments  1.70292210579
going through lines took (row-col complete):  5.2925760746 sec.
put mean in middle of segments  0.47548699379
going through lines took (row-col complete):  2.13231396675 sec.
put mean in middle of segments  0.610281944275
going through lines took (row-col complete):  2.41751694679 sec.
put mean in middle of segments  1.13842010498
going through lines took (row-col complete):  4.23621201515 sec.
put mean in middle of segments  1.33074688911
going through lines took (row-col complete):  5.31751608849 sec.
put mean in middle of segments  1.13632798195
going through lines took (row-col complete):  3.96150612831 sec.
put mean in middle of segments  0.29972910881
going through lines took (row-col complete):  1.07777714729 sec.
put mean in middle of segments  1.14703893661
going through lines took (row-col complete):  3.69993305206 sec.
put mean in middle of segments  1.14792203903
going through lines took (row-col complete):  5.34373903275 sec.
put mean in middle of segments  2.02597904205
going through lines took (row-col complete):  6.23955011368 sec.
put mean in middle of segments  1.13729214668
going through lines took (row-col complete):  4.26522397995 sec.
put mean in middle of segments  1.14164590836
going through lines took (row-col complete):  4.41294407845 sec.
put mean in middle of segments  1.69627213478
going through lines took (row-col complete):  6.15818095207 sec.
put mean in middle of segments  0.662480831146
going through lines took (row-col complete):  1.96368408203 sec.
put mean in middle of segments  1.05527901649
going through lines took (row-col complete):  3.32647013664 sec.
put mean in middle of segments  0.994791030884
going through lines took (row-col complete):  2.73784184456 sec.
put mean in middle of segments  1.1760699749
going through lines took (row-col complete):  3.81895899773 sec.
put mean in middle of segments  1.1384768486
going through lines took (row-col complete):  4.56200695038 sec.
put mean in middle of segments  0.994760990143
going through lines took (row-col complete):  3.47206091881 sec.
put mean in middle of segments  1.76620292664
going through lines took (row-col complete):  5.12650418282 sec.
put mean in middle of segments  1.14392614365
going through lines took (row-col complete):  5.94248509407 sec.
