  epoch    trn loss    val loss    trn/val  dur
    443     0.26681     0.25846    1.03230  2.26s
    444     0.26429     0.27118    0.97457  2.27s
    445     0.27597     0.27428    1.00614  2.25s
    446     0.26594     0.25438    1.04545  2.25s
    447     0.26821     0.29412    0.91189  2.26s
    448     0.26664     0.28458    0.93697  2.26s
    449     0.26566     0.25854    1.02756  2.26s
    450     [36m0.25948[0m     0.25020    1.03708  2.25s
    451     0.26919     0.29392    0.91586  2.25s
    452     0.26307     0.29131    0.90307  2.25s
    453     0.26813     0.26068    1.02856  2.27s
    454     0.26930     0.25501    1.05602  2.25s
    455     0.26485     0.28856    0.91783  2.27s
    456     0.26643     0.26309    1.01268  2.26s
    457     0.26178     0.27787    0.94209  2.27s
    458     0.26873     0.27156    0.98956  2.26s
    459     0.26863     0.27627    0.97235  2.25s
    460     0.27245     0.25512    1.06796  2.23s
    461     0.26426     0.26897    0.98246  2.22s
    462     [36m0.25843[0m     0.27677    0.93373  2.23s
    463     0.26810     0.23182    1.15650  2.22s
    464     0.26283     0.23942    1.09776  2.22s
    465     0.27234     0.24141    1.12814  2.22s
    466     0.27021     0.24272    1.11328  2.24s
    467     0.26349     0.28785    0.91535  2.22s
    468     0.26665     0.24565    1.08547  2.22s
    469     0.26219     0.25422    1.03133  2.22s
    470     0.26184     0.25469    1.02808  2.22s
    471     0.26280     0.26245    1.00134  2.24s
    472     0.26532     0.26936    0.98501  2.22s
    473     0.26697     0.23632    1.12967  2.22s
    474     0.26519     0.25646    1.03405  2.22s
    475     0.27138     0.26009    1.04343  2.22s
    476     0.26604     0.26242    1.01378  2.24s
    477     0.26834     0.24962    1.07500  2.22s
    478     0.27515     0.25758    1.06821  2.22s
    479     0.26025     0.24137    1.07821  2.22s
    480     0.26371     0.26947    0.97863  2.23s
    481     0.26171     0.26457    0.98918  2.22s
    482     0.26672     0.28405    0.93900  2.23s
    483     0.26816     0.26620    1.00736  2.22s
    484     0.26817     0.27757    0.96613  2.21s
    485     0.26726     0.25114    1.06419  2.24s
    486     0.26496     0.28638    0.92523  2.22s
    487     0.26568     0.27256    0.97475  2.22s
    488     0.27223     0.24542    1.10924  2.22s
    489     0.26649     0.29391    0.90670  2.24s
    490     0.26920     0.26947    0.99900  2.25s
    491     0.26089     0.25063    1.04094  2.25s
    492     0.26462     0.27266    0.97054  2.25s
    493     0.26836     0.25267    1.06211  2.26s
    494     0.26760     0.27735    0.96483  2.26s
    495     0.26860     0.25123    1.06910  2.26s
    496     0.26339     [32m0.23033[0m    1.14350  2.26s
    497     0.26735     0.27445    0.97412  2.26s
    498     0.26082     0.27316    0.95481  2.27s
    499     0.26875     0.27614    0.97324  2.26s
    500     0.27106     0.30555    0.88712  2.26s
    501     0.27003     0.28591    0.94448  2.26s
    502     0.26152     0.29874    0.87541  2.26s
    503     0.26217     0.27241    0.96240  2.25s
    504     0.25922     0.26417    0.98127  2.26s
    505     0.25969     0.27286    0.95171  2.26s
    506     0.27380     0.26288    1.04152  2.26s
    507     0.26277     0.26487    0.99206  2.26s
    508     0.26811     0.26429    1.01445  2.22s
    509     0.26311     0.25364    1.03735  2.22s
    510     0.26204     0.26032    1.00660  2.22s
    511     0.26574     0.26219    1.01352  2.21s
    512     0.26617     0.27703    0.96079  2.23s
    513     0.26854     0.25057    1.07172  2.22s
    514     0.26060     0.29270    0.89034  2.22s
    515     0.26241     0.24385    1.07609  2.22s
    516     0.26319     0.26489    0.99357  2.24s
    517     0.26345     0.28153    0.93576  2.22s
    518     0.25995     0.25561    1.01699  2.22s
    519     0.26441     0.26576    0.99492  2.22s
    520     0.26484     0.24632    1.07520  2.22s
    521     0.26315     0.29464    0.89313  2.25s
    522     0.26087     0.25298    1.03120  2.22s
    523     0.26202     0.27671    0.94689  2.22s
    524     0.26172     0.25200    1.03858  2.22s
    525     0.26663     0.26716    0.99800  2.24s
    526     0.26487     0.28458    0.93073  2.22s
    527     0.26001     0.24490    1.06170  2.22s
    528     0.26507     0.27877    0.95088  2.22s
    529     0.25859     0.26100    0.99077  2.22s
    530     0.26274     0.24926    1.05408  2.24s
    531     [36m0.25711[0m     0.26611    0.96618  2.22s
    532     0.26924     0.25631    1.05042  2.22s
    533     0.26261     0.25396    1.03406  2.22s
    534     0.25885     0.28368    0.91247  2.24s
    535     0.26304     0.24086    1.09210  2.22s
    536     [36m0.25677[0m     0.27597    0.93042  2.23s
    537     0.26720     0.27328    0.97774  2.24s
    538     0.26096     0.23463    1.11224  2.25s
    539     0.26254     0.27456    0.95622  2.27s
    540     0.26360     0.25327    1.04078  2.26s
    541     0.26058     0.24303    1.07225  2.25s
    542     0.26261     [32m0.22430[0m    1.17080  2.25s
    543     0.26357     0.26505    0.99440  2.27s
    544     0.26069     0.28340    0.91986  2.25s
    545     0.26105     0.24399    1.06993  2.26s
    546     0.25856     0.24783    1.04329  2.26s
    547     0.26312     0.26216    1.00368  2.25s
    548     0.26350     0.24369    1.08128  2.28s
    549     0.26172     0.27980    0.93538  2.26s
    550     0.26415     0.23413    1.12823  2.25s
    551     0.26103     0.27792    0.93923  2.24s
    552     0.25753     0.27039    0.95246  2.27s
    553     0.26550     0.24721    1.07396  2.26s
    554     [36m0.25426[0m     0.26144    0.97253  2.26s
    555     0.25728     0.24086    1.06817  2.26s
    556     0.26058     0.25833    1.00873  2.22s
    557     0.26295     0.24956    1.05364  2.24s
    558     0.26084     0.27757    0.93975  2.22s
    559     0.26331     0.25404    1.03649  2.22s
    560     0.26162     0.25255    1.03590  2.22s
    561     0.26054     0.24025    1.08447  2.23s
    562     0.26289     0.25233    1.04182  2.22s
    563     0.26643     0.28031    0.95046  2.22s
    564     0.26531     0.25940    1.02278  2.22s
    565     0.25972     [32m0.22314[0m    1.16396  2.22s
    566     0.25907     0.27455    0.94363  2.23s
    567     0.26130     0.24174    1.08092  2.22s
    568     0.25624     0.25082    1.02162  2.22s
    569     0.26031     0.26934    0.96645  2.22s
    570     0.25725     0.24517    1.04928  2.22s
    571     0.26122     0.29086    0.89809  2.23s
    572     0.26727     0.24758    1.07954  2.22s
    573     0.26239     0.26116    1.00472  2.22s
    574     0.25841     0.25902    0.99765  2.22s
    575     0.25636     0.26619    0.96308  2.22s
    576     0.25943     0.27569    0.94100  2.23s
    577     0.26065     0.26541    0.98203  2.22s
    578     0.25960     0.26682    0.97294  2.22s
    579     0.26210     0.26269    0.99776  2.22s
    580     0.26245     0.27062    0.96979  2.23s
    581     0.25882     0.26217    0.98719  2.22s
    582     0.25725     0.26880    0.95705  2.22s
    583     0.26167     0.24667    1.06082  2.22s
    584     0.25813     0.27246    0.94742  2.22s
    585     0.25543     0.28615    0.89265  2.28s
    586     [36m0.25279[0m     0.25551    0.98936  2.26s
    587     0.26209     [32m0.22271[0m    1.17680  2.26s
    588     0.25772     0.25892    0.99536  2.26s
    589     0.26089     0.28817    0.90533  2.28s
    590     0.25612     0.25657    0.99823  2.26s
    591     0.26045     0.25243    1.03177  2.26s
    592     0.25681     0.24770    1.03678  2.25s
